INSERT INTO Reservation (reserv_id, start_date, rental_duration, reservation_stat, pick_location, drop_location, cust_id , car_id) VALUES ('23R0222', '23-Feb-2023', '7', 'COMPLETED', 'KKIA', 'KKIA', '23C0160', 'C0043');
INSERT INTO Reservation (reserv_id, start_date, rental_duration, reservation_stat, pick_location, drop_location, cust_id , car_id) VALUES ('24R2399', '21-Aug-2024', '3', 'CANCELLED', 'LGK', 'LGK', '24C1869', 'C0219');
INSERT INTO Reservation (reserv_id, start_date, rental_duration, reservation_stat, pick_location, drop_location, cust_id , car_id) VALUES ('24R2426', '29-Jul-2024', '6', 'CANCELLED', 'LGK', 'LGK', '24C1904', 'C0240');
INSERT INTO Reservation (reserv_id, start_date, rental_duration, reservation_stat, pick_location, drop_location, cust_id , car_id) VALUES ('24R2460', '24-Aug-2024', '14', 'CANCELLED', 'KLIA', 'KLIA', '24C1936', 'C0117');
INSERT INTO Reservation (reserv_id, start_date, rental_duration, reservation_stat, pick_location, drop_location, cust_id , car_id) VALUES ('24R2572', '02-Sep-2024', '4', 'CANCELLED', 'KKIA', 'KKIA', '24C0517', 'C0093');
INSERT INTO Reservation (reserv_id, start_date, rental_duration, reservation_stat, pick_location, drop_location, cust_id , car_id) VALUES ('24R2665', '30-Jul-2024', '5', 'CANCELLED', 'KKIA', 'KKIA', '24C1944', 'C0023');
INSERT INTO Reservation (reserv_id, start_date, rental_duration, reservation_stat, pick_location, drop_location, cust_id , car_id) VALUES ('24R2668', '03-Aug-2024', '6', 'COMPLETED', 'KKIA', 'KKIA', '23C0250', 'C0162');
INSERT INTO Reservation (reserv_id, start_date, rental_duration, reservation_stat, pick_location, drop_location, cust_id , car_id) VALUES ('24R2720', '10-Sep-2024', '14', 'CANCELLED', 'PIA', 'PIA', '24C1838', 'C0175');
INSERT INTO Reservation (reserv_id, start_date, rental_duration, reservation_stat, pick_location, drop_location, cust_id , car_id) VALUES ('24R2762', '19-Aug-2024', '2', 'CANCELLED', 'PIA', 'PIA', '24C1962', 'C0104');
INSERT INTO Reservation (reserv_id, start_date, rental_duration, reservation_stat, pick_location, drop_location, cust_id , car_id) VALUES ('24R2769', '08-Aug-2024', '1', 'CANCELLED', 'KKIA', 'KKIA', '24C0177', 'C0024');
INSERT INTO Reservation (reserv_id, start_date, rental_duration, reservation_stat, pick_location, drop_location, cust_id , car_id) VALUES ('24R2810', '25-Aug-2024', '6', 'COMPLETED', 'LGK', 'LGK', '24C1974', 'C0043');
INSERT INTO Reservation (reserv_id, start_date, rental_duration, reservation_stat, pick_location, drop_location, cust_id , car_id) VALUES ('24R2811', '21-Aug-2024', '4', 'CANCELLED', 'KKIA', 'KKIA', '23C2411', 'C0132');
INSERT INTO Reservation (reserv_id, start_date, rental_duration, reservation_stat, pick_location, drop_location, cust_id , car_id) VALUES ('24R2812', '20-Aug-2024', '3', 'COMPLETED', 'LGK', 'LGK', '24C2018', 'C0240');
INSERT INTO Reservation (reserv_id, start_date, rental_duration, reservation_stat, pick_location, drop_location, cust_id , car_id) VALUES ('24R2820', '09-Aug-2024', '2', 'COMPLETED', 'PIA', 'PIA', '24C2093', 'C0219');
INSERT INTO Reservation (reserv_id, start_date, rental_duration, reservation_stat, pick_location, drop_location, cust_id , car_id) VALUES ('24R2824', '17-Sep-2024', '5', 'COMPLETED', 'LGK', 'LGK', '24C1104', 'C0209');
INSERT INTO Reservation (reserv_id, start_date, rental_duration, reservation_stat, pick_location, drop_location, cust_id , car_id) VALUES ('24R2897', '29-Sep-2024', '6', 'COMPLETED', 'KKIA', 'KKIA', '23C2596', 'C0088');
INSERT INTO Reservation (reserv_id, start_date, rental_duration, reservation_stat, pick_location, drop_location, cust_id , car_id) VALUES ('24R2955', '05-Aug-2024', '7', 'COMPLETED', 'LGK', 'LGK', '23C0860', 'C0220');
INSERT INTO Reservation (reserv_id, start_date, rental_duration, reservation_stat, pick_location, drop_location, cust_id , car_id) VALUES ('24R2984', '07-Oct-2024', '7', 'CANCELLED', 'LGK', 'LGK', '23C2922', 'C0083');
INSERT INTO Reservation (reserv_id, start_date, rental_duration, reservation_stat, pick_location, drop_location, cust_id , car_id) VALUES ('24R3054', '29-Sep-2024', '14', 'COMPLETED', 'LGK', 'LGK', '24C2144', 'C0059');
INSERT INTO Reservation (reserv_id, start_date, rental_duration, reservation_stat, pick_location, drop_location, cust_id , car_id) VALUES ('24R3104', '24-Aug-2024', '7', 'COMPLETED', 'LGK', 'LGK', '24C0353', 'C0056');
INSERT INTO Reservation (reserv_id, start_date, rental_duration, reservation_stat, pick_location, drop_location, cust_id , car_id) VALUES ('24R3105', '29-Sep-2024', '1', 'CANCELLED', 'LGK', 'LGK', '24C2214', 'C0140');
INSERT INTO Reservation (reserv_id, start_date, rental_duration, reservation_stat, pick_location, drop_location, cust_id , car_id) VALUES ('24R3106', '22-Aug-2024', '2', 'CANCELLED', 'KLIA', 'KLIA', '23C0795', 'C0058');
INSERT INTO Reservation (reserv_id, start_date, rental_duration, reservation_stat, pick_location, drop_location, cust_id , car_id) VALUES ('24R3133', '11-Oct-2024', '2', 'CANCELLED', 'KKIA', 'KKIA', '24C2292', 'C0232');
INSERT INTO Reservation (reserv_id, start_date, rental_duration, reservation_stat, pick_location, drop_location, cust_id , car_id) VALUES ('24R3155', '19-Sep-2024', '2', 'COMPLETED', 'KKIA', 'KKIA', '24C1462', 'C0033');
INSERT INTO Reservation (reserv_id, start_date, rental_duration, reservation_stat, pick_location, drop_location, cust_id , car_id) VALUES ('24R3169', '13-Sep-2024', '3', 'CANCELLED', 'KLIA', 'KLIA', '23C2067', 'C0048');
INSERT INTO Reservation (reserv_id, start_date, rental_duration, reservation_stat, pick_location, drop_location, cust_id , car_id) VALUES ('24R3217', '23-Sep-2024', '7', 'COMPLETED', 'LGK', 'LGK', '24C0175', 'C0125');
INSERT INTO Reservation (reserv_id, start_date, rental_duration, reservation_stat, pick_location, drop_location, cust_id , car_id) VALUES ('24R3227', '31-Aug-2024', '2', 'COMPLETED', 'KKIA', 'KKIA', '23C0875', 'C0055');
INSERT INTO Reservation (reserv_id, start_date, rental_duration, reservation_stat, pick_location, drop_location, cust_id , car_id) VALUES ('24R3269', '02-Sep-2024', '3', 'COMPLETED', 'PIA', 'PIA', '24C2315', 'C0018');
INSERT INTO Reservation (reserv_id, start_date, rental_duration, reservation_stat, pick_location, drop_location, cust_id , car_id) VALUES ('24R3283', '16-Sep-2024', '2', 'CANCELLED', 'PIA', 'PIA', '23C0351', 'C0209');
INSERT INTO Reservation (reserv_id, start_date, rental_duration, reservation_stat, pick_location, drop_location, cust_id , car_id) VALUES ('24R3353', '30-Sep-2024', '6', 'COMPLETED', 'KKIA', 'KKIA', '24C2331', 'C0104');
INSERT INTO Reservation (reserv_id, start_date, rental_duration, reservation_stat, pick_location, drop_location, cust_id , car_id) VALUES ('24R3415', '24-Sep-2024', '1', 'CANCELLED', 'LGK', 'LGK', '24C0019', 'C0132');
INSERT INTO Reservation (reserv_id, start_date, rental_duration, reservation_stat, pick_location, drop_location, cust_id , car_id) VALUES ('24R3443', '28-Sep-2024', '7', 'COMPLETED', 'PIA', 'PIA', '24C2337', 'C0058');
INSERT INTO Reservation (reserv_id, start_date, rental_duration, reservation_stat, pick_location, drop_location, cust_id , car_id) VALUES ('24R3447', '03-Oct-2024', '14', 'CANCELLED', 'LGK', 'LGK', '24C2395', 'C0059');
INSERT INTO Reservation (reserv_id, start_date, rental_duration, reservation_stat, pick_location, drop_location, cust_id , car_id) VALUES ('24R3499', '28-Sep-2024', '3', 'CANCELLED', 'LGK', 'LGK', '24C2517', 'C0175');
INSERT INTO Reservation (reserv_id, start_date, rental_duration, reservation_stat, pick_location, drop_location, cust_id , car_id) VALUES ('24R3535', '10-Nov-2024', '6', 'COMPLETED', 'LGK', 'LGK', '24C2535', 'C0024');
INSERT INTO Reservation (reserv_id, start_date, rental_duration, reservation_stat, pick_location, drop_location, cust_id , car_id) VALUES ('24R3590', '04-Nov-2024', '4', 'COMPLETED', 'KKIA', 'KKIA', '24C2535', 'C0117');
INSERT INTO Reservation (reserv_id, start_date, rental_duration, reservation_stat, pick_location, drop_location, cust_id , car_id) VALUES ('24R3598', '25-Sep-2024', '7', 'COMPLETED', 'PIA', 'PIA', '24C0517', 'C0093');
INSERT INTO Reservation (reserv_id, start_date, rental_duration, reservation_stat, pick_location, drop_location, cust_id , car_id) VALUES ('24R3614', '28-Oct-2024', '14', 'CANCELLED', 'LGK', 'LGK', '24C2564', 'C0083');
INSERT INTO Reservation (reserv_id, start_date, rental_duration, reservation_stat, pick_location, drop_location, cust_id , car_id) VALUES ('24R3702', '22-Nov-2024', '14', 'COMPLETED', 'KKIA', 'KKIA', '24C2573', 'C0240');
INSERT INTO Reservation (reserv_id, start_date, rental_duration, reservation_stat, pick_location, drop_location, cust_id , car_id) VALUES ('24R3754', '21-Oct-2024', '2', 'COMPLETED', 'KLIA', 'KLIA', '23C0867', 'C0055');
INSERT INTO Reservation (reserv_id, start_date, rental_duration, reservation_stat, pick_location, drop_location, cust_id , car_id) VALUES ('24R3761', '06-Nov-2024', '7', 'CANCELLED', 'KKIA', 'KKIA', '24C2612', 'C0088');
INSERT INTO Reservation (reserv_id, start_date, rental_duration, reservation_stat, pick_location, drop_location, cust_id , car_id) VALUES ('24R3776', '01-Dec-2024', '3', 'CANCELLED', 'KKIA', 'KKIA', '24C1746', 'C0033');
INSERT INTO Reservation (reserv_id, start_date, rental_duration, reservation_stat, pick_location, drop_location, cust_id , car_id) VALUES ('24R3785', '06-Oct-2024', '3', 'COMPLETED', 'KLIA', 'KLIA', '23C1326', 'C0043');
INSERT INTO Reservation (reserv_id, start_date, rental_duration, reservation_stat, pick_location, drop_location, cust_id , car_id) VALUES ('24R3929', '07-Nov-2024', '6', 'COMPLETED', 'PIA', 'PIA', '24C2656', 'C0018');
INSERT INTO Reservation (reserv_id, start_date, rental_duration, reservation_stat, pick_location, drop_location, cust_id , car_id) VALUES ('24R4136', '14-Oct-2024', '7', 'COMPLETED', 'KKIA', 'KKIA', '24C2683', 'C0232');
INSERT INTO Reservation (reserv_id, start_date, rental_duration, reservation_stat, pick_location, drop_location, cust_id , car_id) VALUES ('24R4165', '09-Dec-2024', '7', 'CANCELLED', 'LGK', 'LGK', '24C2685', 'C0219');
INSERT INTO Reservation (reserv_id, start_date, rental_duration, reservation_stat, pick_location, drop_location, cust_id , car_id) VALUES ('24R4167', '08-Nov-2024', '1', 'CANCELLED', 'LGK', 'LGK', '24C2781', 'C0220');
INSERT INTO Reservation (reserv_id, start_date, rental_duration, reservation_stat, pick_location, drop_location, cust_id , car_id) VALUES ('24R4199', '07-Dec-2024', '4', 'COMPLETED', 'PIA', 'PIA', '24C2845', 'C0140');
INSERT INTO Reservation (reserv_id, start_date, rental_duration, reservation_stat, pick_location, drop_location, cust_id , car_id) VALUES ('24R4233', '11-Dec-2024', '14', 'COMPLETED', 'KLIA', 'KLIA', '23C0154', 'C0023');
INSERT INTO Reservation (reserv_id, start_date, rental_duration, reservation_stat, pick_location, drop_location, cust_id , car_id) VALUES ('24R4257', '21-Oct-2024', '2', 'COMPLETED', 'PIA', 'PIA', '24C1050', 'C0048');
INSERT INTO Reservation (reserv_id, start_date, rental_duration, reservation_stat, pick_location, drop_location, cust_id , car_id) VALUES ('24R4290', '03-Dec-2024', '5', 'COMPLETED', 'PIA', 'PIA', '24C0689', 'C0056');
INSERT INTO Reservation (reserv_id, start_date, rental_duration, reservation_stat, pick_location, drop_location, cust_id , car_id) VALUES ('24R4356', '07-Dec-2024', '7', 'CANCELLED', 'PIA', 'PIA', '24C2870', 'C0162');
INSERT INTO Reservation (reserv_id, start_date, rental_duration, reservation_stat, pick_location, drop_location, cust_id , car_id) VALUES ('24R4362', '04-Nov-2024', '5', 'CANCELLED', 'KKIA', 'KKIA', '23C0860', 'C0125');
INSERT INTO Reservation (reserv_id, start_date, rental_duration, reservation_stat, pick_location, drop_location, cust_id , car_id) VALUES ('24R4407', '16-Nov-2024', '6', 'CANCELLED', 'KKIA', 'KKIA', '24C2926', 'C0219');
INSERT INTO Reservation (reserv_id, start_date, rental_duration, reservation_stat, pick_location, drop_location, cust_id , car_id) VALUES ('24R4483', '30-Nov-2024', '3', 'COMPLETED', 'KKIA', 'KKIA', '24C0335', 'C0018');
INSERT INTO Reservation (reserv_id, start_date, rental_duration, reservation_stat, pick_location, drop_location, cust_id , car_id) VALUES ('24R4488', '18-Nov-2024', '4', 'CANCELLED', 'LGK', 'LGK', '23C0492', 'C0175');
INSERT INTO Reservation (reserv_id, start_date, rental_duration, reservation_stat, pick_location, drop_location, cust_id , car_id) VALUES ('24R4548', '13-Dec-2024', '2', 'CANCELLED', 'PIA', 'PIA', '24C1612', 'C0104');
INSERT INTO Reservation (reserv_id, start_date, rental_duration, reservation_stat, pick_location, drop_location, cust_id , car_id) VALUES ('24R4549', '21-Dec-2024', '4', 'COMPLETED', 'LGK', 'LGK', '23C2732', 'C0117');
INSERT INTO Reservation (reserv_id, start_date, rental_duration, reservation_stat, pick_location, drop_location, cust_id , car_id) VALUES ('24R4553', '26-Dec-2024', '5', 'CANCELLED', 'LGK', 'LGK', '24C1944', 'C0023');
INSERT INTO Reservation (reserv_id, start_date, rental_duration, reservation_stat, pick_location, drop_location, cust_id , car_id) VALUES ('24R4621', '29-Dec-2024', '2', 'CANCELLED', 'KLIA', 'KLIA', '24C2683', 'C0059');
INSERT INTO Reservation (reserv_id, start_date, rental_duration, reservation_stat, pick_location, drop_location, cust_id , car_id) VALUES ('24R4672', '31-Dec-2024', '1', 'CANCELLED', 'PIA', 'PIA', '24C2936', 'C0140');
INSERT INTO Reservation (reserv_id, start_date, rental_duration, reservation_stat, pick_location, drop_location, cust_id , car_id) VALUES ('24R4718', '07-Jan-2025', '5', 'COMPLETED', 'LGK', 'LGK', '24C2944', 'C0125');
INSERT INTO Reservation (reserv_id, start_date, rental_duration, reservation_stat, pick_location, drop_location, cust_id , car_id) VALUES ('24R4758', '20-Jan-2025', '4', 'COMPLETED', 'LGK', 'LGK', '24C0019', 'C0048');
INSERT INTO Reservation (reserv_id, start_date, rental_duration, reservation_stat, pick_location, drop_location, cust_id , car_id) VALUES ('24R4958', '06-Dec-2024', '7', 'COMPLETED', 'PIA', 'PIA', '23C0250', 'C0055');
INSERT INTO Reservation (reserv_id, start_date, rental_duration, reservation_stat, pick_location, drop_location, cust_id , car_id) VALUES ('24R4986', '26-Dec-2024', '6', 'CANCELLED', 'KKIA', 'KKIA', '24C3037', 'C0240');
INSERT INTO Reservation (reserv_id, start_date, rental_duration, reservation_stat, pick_location, drop_location, cust_id , car_id) VALUES ('24R5041', '10-Jan-2025', '2', 'COMPLETED', 'KLIA', 'KLIA', '23C2596', 'C0088');
INSERT INTO Reservation (reserv_id, start_date, rental_duration, reservation_stat, pick_location, drop_location, cust_id , car_id) VALUES ('24R5053', '15-Dec-2024', '1', 'CANCELLED', 'LGK', 'LGK', '24C3048', 'C0043');
INSERT INTO Reservation (reserv_id, start_date, rental_duration, reservation_stat, pick_location, drop_location, cust_id , car_id) VALUES ('24R5058', '07-Jan-2025', '5', 'COMPLETED', 'LGK', 'LGK', '24C2331', 'C0033');
INSERT INTO Reservation (reserv_id, start_date, rental_duration, reservation_stat, pick_location, drop_location, cust_id , car_id) VALUES ('24R5060', '11-Jan-2025', '5', 'CANCELLED', 'KKIA', 'KKIA', '24C3163', 'C0209');
INSERT INTO Reservation (reserv_id, start_date, rental_duration, reservation_stat, pick_location, drop_location, cust_id , car_id) VALUES ('24R5089', '29-Jan-2025', '5', 'CANCELLED', 'KKIA', 'KKIA', '23C1326', 'C0132');
INSERT INTO Reservation (reserv_id, start_date, rental_duration, reservation_stat, pick_location, drop_location, cust_id , car_id) VALUES ('24R5156', '14-Jan-2025', '1', 'COMPLETED', 'KKIA', 'KKIA', '24C2683', 'C0056');
INSERT INTO Reservation (reserv_id, start_date, rental_duration, reservation_stat, pick_location, drop_location, cust_id , car_id) VALUES ('24R5220', '26-Jan-2025', '6', 'COMPLETED', 'LGK', 'LGK', '24C2517', 'C0220');
INSERT INTO Reservation (reserv_id, start_date, rental_duration, reservation_stat, pick_location, drop_location, cust_id , car_id) VALUES ('24R5314', '12-Jan-2025', '14', 'CANCELLED', 'LGK', 'LGK', '23C2411', 'C0083');
INSERT INTO Reservation (reserv_id, start_date, rental_duration, reservation_stat, pick_location, drop_location, cust_id , car_id) VALUES ('24R5378', '20-Jan-2025', '2', 'CANCELLED', 'KLIA', 'KLIA', '24C2214', 'C0093');
INSERT INTO Reservation (reserv_id, start_date, rental_duration, reservation_stat, pick_location, drop_location, cust_id , car_id) VALUES ('24R5385', '30-Jan-2025', '4', 'COMPLETED', 'PIA', 'PIA', '23C0351', 'C0232');
INSERT INTO Reservation (reserv_id, start_date, rental_duration, reservation_stat, pick_location, drop_location, cust_id , car_id) VALUES ('24R5395', '20-Feb-2025', '5', 'COMPLETED', 'LGK', 'LGK', '24C2656', 'C0162');
INSERT INTO Reservation (reserv_id, start_date, rental_duration, reservation_stat, pick_location, drop_location, cust_id , car_id) VALUES ('24R5410', '23-Feb-2025', '3', 'CANCELLED', 'PIA', 'PIA', '23C0795', 'C0058');
INSERT INTO Reservation (reserv_id, start_date, rental_duration, reservation_stat, pick_location, drop_location, cust_id , car_id) VALUES ('24R5429', '30-Dec-2024', '2', 'COMPLETED', 'PIA', 'PIA', '24C1746', 'C0024');
